t,p,n,nu_0,mu,gamma,no_edges,bic value,Precision_1,Precision_2,Precision_3,precision_avg,Recall_1,Recall_2,Recall_3,recall_avg,F1_1,F1_2,F1_3,F1_avg,Time(sec),mask_diag
3,65,1000,0.0001,6.51733960488242e-06,1,6185.0,176810.17256169888,0.25078698845750264,0.27358490566037735,0.29852320675105487,0.27425569176882664,1.0,0.9886363636363636,0.9826388888888888,0.9898862199747156,0.401006711409396,0.42857142857142855,0.4579288025889968,0.42951179374657167,2.43465518951416,True
3,65,1000,0.0001,7.316807143427207e-06,1,6182.0,176739.35584958413,0.25078698845750264,0.2728226652675761,0.29852320675105487,0.2740014015416959,1.0,0.9848484848484849,0.9826388888888888,0.988621997471555,0.401006711409396,0.42728019720624494,0.4579288025889968,0.42908093278463655,2.4265291690826416,True
3,65,1000,0.0001,8.214343584919421e-06,1,6174.0,176550.51702988351,0.2521097046413502,0.27310924369747897,0.29778247096092925,0.2743238496663154,1.0,0.9848484848484849,0.9791666666666666,0.9873577749683944,0.4026958719460826,0.4276315789473684,0.45668016194331984,0.4293567894447498,2.422119617462158,True
3,65,1000,0.0001,9.221978823334342e-06,1,6171.0,176479.70991463377,0.2521097046413502,0.27310924369747897,0.29809725158562367,0.27442023893183415,1.0,0.9848484848484849,0.9791666666666666,0.9873577749683944,0.4026958719460826,0.4276315789473684,0.45705024311183146,0.429474841902667,2.489028215408325,True
3,65,1000,0.0001,1.0353218432956615e-05,1,6166.0,176361.6856243598,0.2521097046413502,0.27310924369747897,0.2984126984126984,0.27451669595782074,1.0,0.9848484848484849,0.9791666666666666,0.9873577749683944,0.4026958719460826,0.4276315789473684,0.45742092457420924,0.4295929592959296,2.458528757095337,True
3,65,1000,0.0001,1.1623224686798542e-05,1,6163.0,176290.8704368955,0.25237592397043296,0.27157894736842103,0.2984126984126984,0.2741027445460943,1.0,0.9772727272727273,0.9791666666666666,0.9848293299620733,0.40303541315345703,0.42504118616144976,0.45742092457420924,0.42884668318194324,2.446805715560913,True
3,65,1000,0.0001,1.3049019780144016e-05,1,6157.0,176196.44984044362,0.2492046659597031,0.2721518987341772,0.2984126984126984,0.2732722143864598,0.9832635983263598,0.9772727272727273,0.9791666666666666,0.9797724399494311,0.3976311336717428,0.4257425742574258,0.45742092457420924,0.42735042735042733,2.457303524017334,True
3,65,1000,0.0001,1.4649713983072878e-05,1,6155.0,176149.23925079245,0.2492046659597031,0.2721518987341772,0.2984126984126984,0.2732722143864598,0.9832635983263598,0.9772727272727273,0.9791666666666666,0.9797724399494311,0.3976311336717428,0.4257425742574258,0.45742092457420924,0.42735042735042733,2.449191093444824,True
3,65,1000,0.0001,1.6446761779946626e-05,1,6149.0,176007.6090684028,0.2492046659597031,0.2721518987341772,0.29936305732484075,0.2735615954818214,0.9832635983263598,0.9772727272727273,0.9791666666666666,0.9797724399494311,0.3976311336717428,0.4257425742574258,0.4585365853658536,0.4277041942604856,2.4491519927978516,True
3,65,1000,0.0001,1.8464249428955465e-05,1,6144.0,175889.58257992793,0.2492046659597031,0.2713833157338965,0.29861849096705634,0.2730483927940657,0.9832635983263598,0.9734848484848485,0.9756944444444444,0.97724399494311,0.3976311336717428,0.42444260941370765,0.45728234336859236,0.4268360022087244,2.383394479751587,True
