T,p,N,Lamb1,Lamb2,Recall_1,Precision_1,F1 score-1,Recall_2,Precision_2,F1 score-2,Recall_3,Precision_3,F1 score-3,Recall_avg,Precision_avg,F1 score-avg, BIC,runtime(s), total edges(directed)
3,65,200,0.000258261876068267,1,0.949790794979079,0.25,0.395815170008718,0.943181818181818,0.274229074889868,0.424914675767918,0.947916666666667,0.300660792951542,0.456521739130435,0.946963093275855,0.27496328928047,0.425750528302357,1515522.86698332,10.668,11790
3,65,200,0.000235428641432242,1,0.949790794979079,0.24890350877193,0.394439617723718,0.946969696969697,0.274122807017544,0.425170068027211,0.951388888888889,0.300438596491228,0.456666666666667,0.949383126945888,0.274488304093567,0.425425450805865,1525866.17284445,10.718,11868
3,65,200,0.000214614119785841,1,0.95397489539749,0.249180327868852,0.395147313691508,0.950757575757576,0.27431693989071,0.425784563189143,0.958333333333333,0.301639344262295,0.458852867830424,0.9543552681628,0.275045537340619,0.426594914903692,1532230.36175608,10.647,11916
3,65,200,0.000195639834351706,1,0.95397489539749,0.248095756256801,0.393782383419689,0.950757575757576,0.273122959738847,0.424344885883347,0.965277777777778,0.302502720348205,0.460646230323115,0.956670082977614,0.274573812114617,0.426257833208717,1536207.18416206,10.74,11946
3,65,200,0.000178343087693191,1,0.96652719665272,0.249460043196544,0.39656652360515,0.958333333333333,0.273218142548596,0.425210084033613,0.972222222222222,0.302375809935205,0.461285008237232,0.965694250736092,0.275017998560115,0.427687205291999,1544163.76458947,10.7329999999999,12006
3,65,200,0.000162575566644379,1,0.97071129707113,0.248660235798499,0.395904436860068,0.965909090909091,0.273311897106109,0.426065162907268,0.979166666666667,0.302250803858521,0.461916461916462,0.971929018215629,0.274740978921043,0.427962020561266,1553712.3841934,10.702,12078
3,65,200,0.000148202070579886,1,0.97071129707113,0.248394004282655,0.395566922421142,0.965909090909091,0.273019271948608,0.425709515859766,0.979166666666667,0.301927194860814,0.461538461538462,0.971929018215629,0.274446823697359,0.427604966606457,1555302.27541372,10.6419999999999,12090
3,65,200,0.000135099352119803,1,0.97489539748954,0.249197860962567,0.396933560477002,0.96969696969697,0.27379679144385,0.427022518765638,0.982638888888889,0.302673796791444,0.462796402289452,0.975743752025133,0.275222816399287,0.428917493844031,1560871.83759486,10.682,12132
3,65,200,0.000123155060329283,1,0.97907949790795,0.249466950959488,0.397621070518267,0.973484848484849,0.273987206823028,0.427620632279534,0.982638888888889,0.301705756929638,0.461663947797716,0.978401078427229,0.275053304904051,0.428968550198506,1565645.67918949,10.678,12168
3,65,200,0.000112266777351081,1,0.97907949790795,0.248671625929862,0.396610169491525,0.973484848484849,0.273113708820404,0.42655601659751,0.982638888888889,0.300743889479277,0.460537021969081,0.978401078427229,0.274176408076514,0.427901069352705,1572011.46541566,10.7139999999999,12216
