t,p,n,nu_0,mu,gamma,no_edges,bic value,precision,,,,,,,,precision_avg,recall,,,,,,,,recall_avg,F1,,,,,,,,F1_avg,Time(sec),mask_diag
8,65,2000,0.0005,0.0009437878277775371,20,2551.5,304303.73603691993,0.38461538461538464,0.3669724770642202,0.3269230769230769,0.45454545454545453,0.4563106796116505,0.38317757009345793,0.41836734693877553,0.3786407766990291,0.3954050785973398,0.7547169811320755,0.7843137254901961,0.8717948717948718,0.7627118644067796,0.6527777777777778,0.8541666666666666,0.8541666666666666,0.8125,0.7822966507177034,0.5095541401273886,0.5000000000000001,0.4755244755244756,0.569620253164557,0.537142857142857,0.529032258064516,0.5616438356164384,0.5165562913907285,0.5253012048192771,6.833685874938965,True
8,65,2000,0.0005,0.000860346441668451,20,2648.5,306681.05138273386,0.36363636363636365,0.3418803418803419,0.30357142857142855,0.4339622641509434,0.43243243243243246,0.36283185840707965,0.3867924528301887,0.36363636363636365,0.3728813559322034,0.7547169811320755,0.7843137254901961,0.8717948717948718,0.7796610169491526,0.6666666666666666,0.8541666666666666,0.8541666666666666,0.8333333333333334,0.7894736842105263,0.49079754601227,0.4761904761904762,0.45033112582781454,0.5575757575757576,0.5245901639344263,0.5093167701863355,0.5324675324675325,0.5063291139240507,0.5065234075211051,6.8095386028289795,True
8,65,2000,0.0005,0.0007842822061337682,20,2787.5,308113.03893140296,0.35714285714285715,0.3360655737704918,0.2905982905982906,0.4144144144144144,0.41379310344827586,0.3445378151260504,0.36607142857142855,0.3418803418803419,0.357451403887689,0.7547169811320755,0.803921568627451,0.8717948717948718,0.7796610169491526,0.6666666666666666,0.8541666666666666,0.8541666666666666,0.8333333333333334,0.7918660287081339,0.48484848484848486,0.47398843930635837,0.4358974358974359,0.5411764705882354,0.5106382978723404,0.4910179640718563,0.5125,0.48484848484848486,0.4925595238095238,6.854129314422607,True
8,65,2000,0.0005,0.0007149428986597577,20,2851.5,308209.4508546649,0.3418803418803419,0.328,0.2786885245901639,0.40350877192982454,0.3902439024390244,0.3360655737704918,0.3474576271186441,0.32786885245901637,0.34371754932502596,0.7547169811320755,0.803921568627451,0.8717948717948718,0.7796610169491526,0.6666666666666666,0.8541666666666666,0.8541666666666666,0.8333333333333334,0.7918660287081339,0.47058823529411775,0.4659090909090909,0.4223602484472049,0.5317919075144508,0.4923076923076923,0.4823529411764706,0.4939759036144578,0.4705882352941176,0.47936278059377263,6.834213733673096,True
8,65,2000,0.0005,0.000651733960488242,20,2975.5,308135.1812388197,0.3387096774193548,0.3208955223880597,0.26356589147286824,0.3898305084745763,0.3875968992248062,0.3228346456692913,0.33064516129032256,0.3125,0.33267522211253703,0.7924528301886793,0.8431372549019608,0.8717948717948718,0.7796610169491526,0.6944444444444444,0.8541666666666666,0.8541666666666666,0.8333333333333334,0.80622009569378,0.4745762711864407,0.4648648648648648,0.40476190476190477,0.519774011299435,0.4975124378109453,0.4685714285714285,0.4767441860465116,0.45454545454545453,0.4709993011879804,6.834781885147095,True
8,65,2000,0.0005,0.0005941133984965028,20,3103.5,309785.64174292795,0.3230769230769231,0.3055555555555556,0.25,0.376,0.37777777777777777,0.3088235294117647,0.3153846153846154,0.2962962962962963,0.3183940242763772,0.7924528301886793,0.8627450980392157,0.8717948717948718,0.7966101694915254,0.7083333333333334,0.875,0.8541666666666666,0.8333333333333334,0.8157894736842105,0.459016393442623,0.45128205128205134,0.38857142857142857,0.5108695652173914,0.49275362318840576,0.45652173913043487,0.46067415730337075,0.4371584699453551,0.458025520483546,6.86674165725708,True
8,65,2000,0.0005,0.0005415871378079476,20,3279.5,311604.1774204834,0.2953020134228188,0.2839506172839506,0.2328767123287671,0.34057971014492755,0.33774834437086093,0.27388535031847133,0.2808219178082192,0.2702702702702703,0.28905597326649957,0.8301886792452831,0.9019607843137255,0.8717948717948718,0.7966101694915254,0.7083333333333334,0.8958333333333334,0.8541666666666666,0.8333333333333334,0.8277511961722488,0.4356435643564357,0.43192488262910794,0.36756756756756753,0.4771573604060914,0.45739910313901344,0.4195121951219512,0.4226804123711341,0.4081632653061225,0.42848297213622283,6.93893575668335,True
8,65,2000,0.0005,0.0004937047852839004,20,3441.5,313786.774071516,0.2732919254658385,0.26285714285714284,0.21794871794871795,0.31333333333333335,0.3128834355828221,0.2529411764705882,0.25949367088607594,0.25157232704402516,0.2678018575851393,0.8301886792452831,0.9019607843137255,0.8717948717948718,0.7966101694915254,0.7083333333333334,0.8958333333333334,0.8541666666666666,0.8333333333333334,0.8277511961722488,0.4112149532710281,0.40707964601769914,0.3487179487179487,0.44976076555023925,0.4340425531914894,0.39449541284403666,0.39805825242718446,0.3864734299516908,0.40467836257309936,6.958341121673584,True
8,65,2000,0.0005,0.00045005576757004977,20,3621.5,314851.44383136963,0.24858757062146894,0.24736842105263157,0.20118343195266272,0.2974683544303797,0.30357142857142855,0.23655913978494625,0.2411764705882353,0.23255813953488372,0.2503597122302158,0.8301886792452831,0.9215686274509803,0.8717948717948718,0.7966101694915254,0.7083333333333334,0.9166666666666666,0.8541666666666666,0.8333333333333334,0.8325358851674641,0.382608695652174,0.39004149377593356,0.3269230769230769,0.43317972350230416,0.425,0.376068376068376,0.3761467889908257,0.3636363636363636,0.38495575221238937,6.933443546295166,True
8,65,2000,0.0005,0.00041026581058271905,20,3782.5,315526.08491729165,0.22916666666666666,0.2315270935960591,0.18478260869565216,0.27647058823529413,0.2833333333333333,0.22,0.22282608695652173,0.21739130434782608,0.23246492985971945,0.8301886792452831,0.9215686274509803,0.8717948717948718,0.7966101694915254,0.7083333333333334,0.9166666666666666,0.8541666666666666,0.8333333333333334,0.8325358851674641,0.35918367346938773,0.3700787401574803,0.30493273542600896,0.4104803493449782,0.40476190476190477,0.3548387096774193,0.3534482758620689,0.3448275862068966,0.3634464751958225,6.959663152694702,True
8,65,2000,0.0005,0.0003739937302478794,20,3972.5,316469.04941783904,0.21634615384615385,0.22169811320754718,0.17258883248730963,0.2648648648648649,0.27319587628865977,0.20952380952380953,0.21212121212121213,0.20603015075376885,0.2214597629444791,0.8490566037735849,0.9215686274509803,0.8717948717948718,0.8305084745762712,0.7361111111111112,0.9166666666666666,0.875,0.8541666666666666,0.8492822966507177,0.3448275862068966,0.3574144486692015,0.28813559322033894,0.40163934426229514,0.3984962406015038,0.34108527131782945,0.3414634146341463,0.3319838056680162,0.351311232063335,6.9575207233428955,True
8,65,2000,0.0005,0.0003409285069746815,20,4203.5,318384.921857586,0.20535714285714285,0.20704845814977973,0.15813953488372093,0.25757575757575757,0.26570048309178745,0.20179372197309417,0.20187793427230047,0.19907407407407407,0.21125943122460825,0.8679245283018868,0.9215686274509803,0.8717948717948718,0.864406779661017,0.7638888888888888,0.9375,0.8958333333333334,0.8958333333333334,0.8708133971291866,0.332129963898917,0.3381294964028777,0.2677165354330709,0.39688715953307385,0.39426523297491034,0.3321033210332104,0.3295019157088123,0.32575757575757575,0.34002802428771606,6.992481470108032,True
8,65,2000,0.0005,0.0003107866187782014,20,4383.5,319790.8697694129,0.19491525423728814,0.20425531914893616,0.14782608695652175,0.24757281553398058,0.2558139534883721,0.19658119658119658,0.19369369369369369,0.18859649122807018,0.2026578073089701,0.8679245283018868,0.9411764705882353,0.8717948717948718,0.864406779661017,0.7638888888888888,0.9583333333333334,0.8958333333333334,0.8958333333333334,0.8755980861244019,0.3183391003460208,0.3356643356643356,0.2527881040892193,0.38490566037735846,0.3832752613240418,0.326241134751773,0.31851851851851853,0.3115942028985507,0.32913669064748197,6.984283447265625,True
8,65,2000,0.0005,0.0002833096101839324,20,4626.5,321903.5568579235,0.18253968253968253,0.192,0.13654618473895583,0.23318385650224216,0.23931623931623933,0.18548387096774194,0.18067226890756302,0.1762295081967213,0.18988648090815274,0.8679245283018868,0.9411764705882353,0.8717948717948718,0.8813559322033898,0.7777777777777778,0.9583333333333334,0.8958333333333334,0.8958333333333334,0.8803827751196173,0.30163934426229505,0.318936877076412,0.23611111111111113,0.36879432624113473,0.36601307189542487,0.31081081081081086,0.30069930069930073,0.2945205479452055,0.31239388794567063,6.980007648468018,True
8,65,2000,0.0005,0.0002582618760682675,20,4824.5,324232.10966230766,0.16911764705882354,0.183206106870229,0.12781954887218044,0.21940928270042195,0.22672064777327935,0.17692307692307693,0.16929133858267717,0.16923076923076924,0.1793002915451895,0.8679245283018868,0.9411764705882353,0.8717948717948718,0.8813559322033898,0.7777777777777778,0.9583333333333334,0.8958333333333334,0.9166666666666666,0.8827751196172249,0.28307692307692306,0.3067092651757188,0.22295081967213112,0.35135135135135137,0.3510971786833856,0.29870129870129875,0.2847682119205298,0.28571428571428575,0.2980613893376413,6.9773406982421875,True
8,65,2000,0.0005,0.00023542864143224153,20,5060.5,325929.8285798569,0.15862068965517243,0.17328519855595667,0.11888111888111888,0.20463320463320464,0.21189591078066913,0.1678832116788321,0.15808823529411764,0.16117216117216118,0.16863636363636364,0.8679245283018868,0.9411764705882353,0.8717948717948718,0.8983050847457628,0.7916666666666666,0.9583333333333334,0.8958333333333334,0.9166666666666666,0.8875598086124402,0.26822157434402333,0.2926829268292683,0.20923076923076925,0.3333333333333333,0.3343108504398826,0.2857142857142857,0.26875,0.2741433021806854,0.28342245989304815,7.010667324066162,True
8,65,2000,0.0005,0.00021461411978584058,20,5267.5,327069.7799278279,0.1503267973856209,0.16382252559726962,0.11447811447811448,0.19557195571955718,0.20921985815602837,0.15593220338983052,0.15302491103202848,0.1522491349480969,0.16119273984442523,0.8679245283018868,0.9411764705882353,0.8717948717948718,0.8983050847457628,0.8194444444444444,0.9583333333333334,0.8958333333333334,0.9166666666666666,0.8923444976076556,0.2562674094707521,0.27906976744186046,0.20238095238095238,0.3212121212121212,0.33333333333333337,0.26822157434402333,0.26139817629179335,0.2611275964391691,0.27306002928257683,7.022924184799194,True
8,65,2000,0.0005,0.0001956398343517065,20,5524.5,328985.75354737195,0.14241486068111456,0.15789473684210525,0.10793650793650794,0.18213058419243985,0.19932432432432431,0.14935064935064934,0.14814814814814814,0.14332247557003258,0.1532158951249488,0.8679245283018868,0.9411764705882353,0.8717948717948718,0.8983050847457628,0.8194444444444444,0.9583333333333334,0.9166666666666666,0.9166666666666666,0.8947368421052632,0.24468085106382978,0.2704225352112676,0.192090395480226,0.3028571428571428,0.32065217391304346,0.2584269662921348,0.25507246376811593,0.247887323943662,0.26162994053864985,7.04766845703125,True
8,65,2000,0.0005,0.00017834308769319092,20,5767.5,331316.06037745444,0.1348973607038123,0.15123456790123457,0.10303030303030303,0.16987179487179488,0.1873015873015873,0.14241486068111456,0.13968253968253969,0.13622291021671826,0.14518002322880372,0.8679245283018868,0.9607843137254902,0.8717948717948718,0.8983050847457628,0.8194444444444444,0.9583333333333334,0.9166666666666666,0.9166666666666666,0.8971291866028708,0.23350253807106597,0.2613333333333333,0.1842818428184282,0.2857142857142857,0.3049095607235142,0.24797843665768193,0.2424242424242424,0.2371967654986523,0.24991669443518827,7.033231496810913,True
8,65,2000,0.0005,0.00016257556664437935,20,5962.5,333451.1079542662,0.1327683615819209,0.14327485380116958,0.09770114942528736,0.16408668730650156,0.1782477341389728,0.13372093023255813,0.13253012048192772,0.1286549707602339,0.13843888070692195,0.8867924528301887,0.9607843137254902,0.8717948717948718,0.8983050847457628,0.8194444444444444,0.9583333333333334,0.9166666666666666,0.9166666666666666,0.8995215311004785,0.23095823095823095,0.24936386768447835,0.17571059431524547,0.27748691099476447,0.29280397022332505,0.23469387755102042,0.23157894736842105,0.22564102564102564,0.2399489470325463,7.04725456237793,True
8,65,2000,0.0005,0.00014820207057988571,20,6168.5,334421.4605676535,0.12806539509536785,0.13687150837988826,0.09917355371900827,0.1572700296735905,0.17251461988304093,0.12813370473537605,0.13043478260869565,0.12429378531073447,0.13415929203539823,0.8867924528301887,0.9607843137254902,0.9230769230769231,0.8983050847457628,0.8194444444444444,0.9583333333333334,0.9375,0.9166666666666666,0.9066985645933014,0.22380952380952382,0.2396088019559902,0.17910447761194032,0.2676767676767677,0.2850241545893719,0.22604422604422608,0.22900763358778628,0.2189054726368159,0.2337341967314215,7.056677579879761,True
8,65,2000,0.0005,0.00013509935211980279,20,6366.5,335196.1515627655,0.12239583333333333,0.1320754716981132,0.09498680738786279,0.1529745042492918,0.16619718309859155,0.12332439678284182,0.12637362637362637,0.11924119241192412,0.12924016282225237,0.8867924528301887,0.9607843137254902,0.9230769230769231,0.9152542372881356,0.8194444444444444,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.9114832535885168,0.2151029748283753,0.23222748815165878,0.1722488038277512,0.2621359223300971,0.2763466042154567,0.21852731591448932,0.2233009708737864,0.211031175059952,0.2263814616755793,7.102266550064087,True
8,65,2000,0.0005,0.00012315506032928262,20,6513.5,336871.9774565546,0.11838790931989925,0.12694300518134716,0.0916030534351145,0.14917127071823205,0.16216216216216217,0.11917098445595854,0.1220159151193634,0.11688311688311688,0.12532722513089006,0.8867924528301887,0.9607843137254902,0.9230769230769231,0.9152542372881356,0.8333333333333334,0.9583333333333334,0.9583333333333334,0.9375,0.916267942583732,0.2088888888888889,0.22425629290617846,0.16666666666666669,0.25653206650831356,0.27149321266968324,0.21198156682027647,0.2164705882352941,0.20785219399538107,0.22049510650546922,7.141586542129517,True
8,65,2000,0.0005,0.00011226677735108136,20,6738.5,338402.3723389498,0.11510791366906475,0.12098765432098765,0.08716707021791767,0.14136125654450263,0.15228426395939088,0.11302211302211303,0.11528822055137844,0.11166253101736973,0.11925465838509317,0.9056603773584906,0.9607843137254902,0.9230769230769231,0.9152542372881356,0.8333333333333334,0.9583333333333334,0.9583333333333334,0.9375,0.9186602870813397,0.2042553191489362,0.2149122807017544,0.1592920353982301,0.2448979591836735,0.25751072961373395,0.2021978021978022,0.20581655480984337,0.19955654101995562,0.21110500274876304,7.153335094451904,True
8,65,2000,0.0005,0.00010234114021054527,20,6911.5,339786.8924726653,0.11162790697674418,0.11556603773584906,0.08372093023255814,0.13533834586466165,0.1466992665036675,0.10722610722610723,0.11004784688995216,0.10817307692307693,0.11445603576751118,0.9056603773584906,0.9607843137254902,0.9230769230769231,0.9152542372881356,0.8333333333333334,0.9583333333333334,0.9583333333333334,0.9375,0.9186602870813397,0.1987577639751553,0.2063157894736842,0.1535181236673774,0.23580786026200876,0.2494802494802495,0.1928721174004193,0.1974248927038627,0.19396551724137934,0.203551550490326,7.15841269493103,True
8,65,2000,0.0005,9.329304026284677e-05,20,7094.5,341025.44641130493,0.10884353741496598,0.11337868480725624,0.08144796380090498,0.12949640287769784,0.1405152224824356,0.1038374717832957,0.1050228310502283,0.10392609699769054,0.11056863871338311,0.9056603773584906,0.9803921568627451,0.9230769230769231,0.9152542372881356,0.8333333333333334,0.9583333333333334,0.9583333333333334,0.9375,0.9210526315789473,0.19433198380566802,0.2032520325203252,0.1496881496881497,0.22689075630252098,0.24048096192384766,0.1873727087576375,0.18930041152263374,0.18711018711018712,0.19743589743589743,7.17525839805603,True
8,65,2000,0.0005,8.504489341802669e-05,20,7342.5,343380.52765310946,0.10560344827586207,0.10706638115631692,0.07809110629067245,0.12272727272727273,0.13968957871396895,0.09725158562367865,0.10043668122270742,0.09911894273127753,0.10605234460196292,0.9245283018867925,0.9803921568627451,0.9230769230769231,0.9152542372881356,0.875,0.9583333333333334,0.9583333333333334,0.9375,0.930622009569378,0.18955512572533847,0.19305019305019305,0.14400000000000002,0.21643286573146292,0.24091778202676864,0.1765834932821497,0.18181818181818182,0.1792828685258964,0.1904062652961331,7.196575403213501,True
8,65,2000,0.0005,7.752597488629464e-05,20,7521.5,344667.7270168093,0.10208333333333333,0.1037344398340249,0.07692307692307693,0.11868131868131868,0.13704496788008566,0.0942622950819672,0.09725158562367865,0.09574468085106383,0.10309278350515463,0.9245283018867925,0.9803921568627451,0.9230769230769231,0.9152542372881356,0.8888888888888888,0.9583333333333334,0.9583333333333334,0.9375,0.9330143540669856,0.18386491557223264,0.1876172607879925,0.14201183431952663,0.2101167315175097,0.23747680890538037,0.1716417910447761,0.1765834932821497,0.17374517374517376,0.18567007855272552,7.193133592605591,True
8,65,2000,0.0005,7.067181273927492e-05,20,7710.5,345469.1589104807,0.10082304526748971,0.10101010101010101,0.07392197125256673,0.11513859275053305,0.13278008298755187,0.09145129224652088,0.0944558521560575,0.09297520661157024,0.10017980991523247,0.9245283018867925,0.9803921568627451,0.9230769230769231,0.9152542372881356,0.8888888888888888,0.9583333333333334,0.9583333333333334,0.9375,0.9330143540669856,0.18181818181818182,0.1831501831501831,0.13688212927756654,0.20454545454545456,0.23104693140794225,0.16696914700544466,0.1719626168224299,0.16917293233082703,0.18093249826026442,7.231270790100098,True
8,65,2000,0.0005,6.44236350872137e-05,20,7919.5,347703.8863750024,0.09645669291338582,0.09784735812133072,0.07045009784735812,0.11020408163265306,0.1282565130260521,0.0888030888030888,0.09019607843137255,0.08840864440078586,0.09615384615384616,0.9245283018867925,0.9803921568627451,0.9230769230769231,0.9152542372881356,0.8888888888888888,0.9583333333333334,0.9583333333333334,0.9375,0.9330143540669856,0.17468805704099818,0.17793594306049823,0.13090909090909092,0.19672131147540986,0.22416812609457093,0.16254416961130744,0.16487455197132617,0.1615798922800718,0.17434063477872153,7.220772743225098,True
8,65,2000,0.0005,5.872786613189477e-05,20,8059.5,348772.58146187075,0.09541984732824428,0.09596928982725528,0.06994328922495274,0.10821643286573146,0.12720156555772993,0.08778625954198473,0.08778625954198473,0.0888030888030888,0.09493975903614457,0.9433962264150944,0.9803921568627451,0.9487179487179487,0.9152542372881356,0.9027777777777778,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9425837320574163,0.1733102253032929,0.17482517482517482,0.13028169014084506,0.19354838709677416,0.22298456260720412,0.1608391608391608,0.1608391608391608,0.16254416961130744,0.17250437828371276,7.231053352355957,True
8,65,2000,0.0005,5.353566677410719e-05,20,8225.5,350448.52974737424,0.09461966604823747,0.09276437847866419,0.06727272727272728,0.10465116279069768,0.12264150943396226,0.08487084870848709,0.08518518518518518,0.08646616541353383,0.09211753731343283,0.9622641509433962,0.9803921568627451,0.9487179487179487,0.9152542372881356,0.9027777777777778,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9449760765550239,0.1722972972972973,0.1694915254237288,0.12563667232597622,0.18782608695652175,0.21594684385382062,0.15593220338983052,0.1564625850340136,0.1586206896551724,0.16787080322991924,7.2498619556427,True
8,65,2000,0.0005,4.8802515836544335e-05,20,8405.5,351979.337107728,0.09239130434782608,0.0925589836660617,0.06618962432915922,0.10150375939849623,0.11926605504587157,0.08185053380782918,0.08483754512635379,0.08394160583941605,0.09016579604814899,0.9622641509433962,1.0,0.9487179487179487,0.9152542372881356,0.9027777777777778,0.9583333333333334,0.9791666666666666,0.9583333333333334,0.9497607655502392,0.16859504132231404,0.16943521594684385,0.12374581939799331,0.18274111675126903,0.2106969205834684,0.15081967213114753,0.15614617940199335,0.15436241610738252,0.16469612113669366,7.27361536026001,True
8,65,2000,0.0005,4.4487828311275854e-05,20,8507.5,352854.0583056929,0.09090909090909091,0.0918918918918919,0.06525573192239859,0.1,0.11796733212341198,0.08112874779541446,0.08333333333333333,0.08258527827648116,0.08897355445988346,0.9622641509433962,1.0,0.9487179487179487,0.9152542372881356,0.9027777777777778,0.9583333333333334,0.9791666666666666,0.9583333333333334,0.9497607655502392,0.16612377850162868,0.16831683168316833,0.12211221122112212,0.18030050083472451,0.20866773675762443,0.14959349593495935,0.15359477124183005,0.15206611570247935,0.1627049180327869,7.282589673995972,True
8,65,2000,0.0005,4.0554607358408275e-05,20,8688.5,353922.88881457096,0.08823529411764706,0.08916083916083917,0.06551724137931035,0.09660107334525939,0.11443661971830986,0.07890222984562607,0.07993197278911565,0.08041958041958042,0.08652173913043479,0.9622641509433962,1.0,0.9743589743589743,0.9152542372881356,0.9027777777777778,0.9583333333333334,0.9791666666666666,0.9583333333333334,0.9521531100478469,0.16164817749603808,0.1637239165329053,0.12277867528271408,0.17475728155339806,0.203125,0.14580031695721077,0.14779874213836477,0.14838709677419354,0.1586289358310084,7.31476616859436,True
8,65,2000,0.0005,3.696912707195024e-05,20,8860.5,355089.23071079614,0.08681135225375626,0.08793103448275862,0.0632279534109817,0.09457092819614711,0.11187607573149742,0.07809847198641766,0.07820299500831947,0.07863247863247863,0.08476736775015933,0.9811320754716981,1.0,0.9743589743589743,0.9152542372881356,0.9027777777777778,0.9583333333333334,0.9791666666666666,0.9583333333333334,0.9545454545454546,0.1595092024539877,0.16164817749603802,0.11875,0.17142857142857143,0.1990811638591118,0.14442700156985872,0.1448382126348228,0.14533965244865718,0.15570731707317073,7.297561168670654,True
8,65,2000,0.0005,3.370064329271925e-05,20,9009.5,355866.5601683385,0.08538587848932677,0.08514190317195326,0.06168831168831169,0.09246575342465753,0.1092436974789916,0.076158940397351,0.0766721044045677,0.07628524046434494,0.08272859216255443,0.9811320754716981,1.0,0.9743589743589743,0.9152542372881356,0.9027777777777778,0.9583333333333334,0.9791666666666666,0.9583333333333334,0.9545454545454546,0.15709969788519637,0.15692307692307692,0.11603053435114503,0.16796267496111972,0.19490254872563717,0.1411042944785276,0.1422087745839637,0.141321044546851,0.1522610188895249,7.349342107772827,True
8,65,2000,0.0005,3.072112998861759e-05,20,9182.5,357324.406040308,0.08373590982286634,0.08292682926829269,0.0608,0.09015025041736227,0.10726072607260725,0.07467532467532467,0.07568438003220612,0.07467532467532467,0.08111404757064444,0.9811320754716981,1.0,0.9743589743589743,0.9152542372881356,0.9027777777777778,0.9583333333333334,0.9791666666666666,0.9583333333333334,0.9545454545454546,0.1543026706231454,0.15315315315315314,0.1144578313253012,0.1641337386018237,0.19174041297935104,0.13855421686746988,0.14050822122571002,0.13855421686746988,0.149522203485104,7.377758979797363,True
8,65,2000,0.0005,2.800503894183631e-05,20,9333.5,358126.2444349441,0.08240887480190175,0.08186195826645265,0.06003159557661927,0.08896210873146623,0.10569105691056911,0.0736,0.07448494453248812,0.07431340872374798,0.0800561797752809,0.9811320754716981,1.0,0.9743589743589743,0.9152542372881356,0.9027777777777778,0.9583333333333334,0.9791666666666666,0.9583333333333334,0.9545454545454546,0.15204678362573099,0.1513353115727003,0.1130952380952381,0.16216216216216217,0.18922852983988356,0.13670133729569095,0.13843888070692195,0.13793103448275862,0.14772306553128473,7.356905698776245,True
8,65,2000,0.0005,2.5529080682395165e-05,20,9465.5,359146.81319460063,0.08163265306122448,0.08056872037914692,0.05909797822706065,0.08780487804878048,0.1045016077170418,0.07244094488188976,0.07332293291731669,0.07371794871794872,0.07900990099009901,0.9811320754716981,1.0,0.9743589743589743,0.9152542372881356,0.9027777777777778,0.9583333333333334,0.9791666666666666,0.9583333333333334,0.9545454545454546,0.1507246376811594,0.14912280701754385,0.11143695014662755,0.1602373887240356,0.18731988472622477,0.13469985358711567,0.1364296081277213,0.1369047619047619,0.1459400146305779,7.381685495376587,True
8,65,2000,0.0005,2.3272024789604072e-05,20,9581.5,359948.8421089076,0.08153846153846153,0.07931570762052877,0.05855161787365177,0.08653846153846154,0.10268562401263823,0.07131782945736434,0.0724191063174114,0.07278481012658228,0.07804878048780488,1.0,1.0,0.9743589743589743,0.9152542372881356,0.9027777777777778,0.9583333333333334,0.9791666666666666,0.9583333333333334,0.9569377990430622,0.1507823613086771,0.14697406340057634,0.11046511627906977,0.1581259150805271,0.18439716312056736,0.13275613275613277,0.13486370157819225,0.13529411764705881,0.14432617716038246,7.38084077835083,True
8,65,2000,0.0005,2.121451784910628e-05,20,9690.5,360750.7089338213,0.0806697108066971,0.07882534775888717,0.057663125948406675,0.08503937007874016,0.10232558139534884,0.07022900763358779,0.07164634146341463,0.07153965785381027,0.07715989994227439,1.0,1.0,0.9743589743589743,0.9152542372881356,0.9166666666666666,0.9583333333333334,0.9791666666666666,0.9583333333333334,0.9593301435406698,0.14929577464788732,0.1461318051575931,0.10888252148997134,0.15561959654178675,0.18410041841004182,0.13086770981507825,0.13352272727272727,0.13314037626628075,0.14283170080142474,7.392124891281128,True
8,65,2000,0.0005,1.933891750455232e-05,20,9817.5,360993.6834309371,0.07981927710843373,0.07750759878419453,0.0572289156626506,0.08540372670807453,0.10276073619631902,0.0693815987933635,0.07099697885196375,0.07197549770290965,0.07680608365019011,1.0,1.0,0.9743589743589743,0.9322033898305084,0.9305555555555556,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9665071770334929,0.14783821478382148,0.14386459802538787,0.10810810810810811,0.15647226173541962,0.1850828729281768,0.12939521800281292,0.13239436619718312,0.13409415121255353,0.14230362803804156,7.429990291595459,True
8,65,2000,0.0005,1.762914118095948e-05,20,9961.5,361965.57019649434,0.07840236686390532,0.07578008915304606,0.05654761904761905,0.0834597875569044,0.10105580693815988,0.06784660766961652,0.06932153392330384,0.07110438729198185,0.07537313432835821,1.0,1.0,0.9743589743589743,0.9322033898305084,0.9305555555555556,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9665071770334929,0.14540466392318244,0.1408839779005525,0.10689170182841069,0.15320334261838445,0.182312925170068,0.12672176308539942,0.12947658402203857,0.13258110014104374,0.13984077535479406,7.4383385181427,True
8,65,2000,0.0005,1.6070528182616385e-05,20,10057.5,362742.9489669632,0.07748538011695906,0.07533234859675036,0.055800293685756244,0.08258258258258258,0.10029940119760479,0.06764705882352941,0.06881405563689605,0.07035928143712575,0.0747179582023303,1.0,1.0,0.9743589743589743,0.9322033898305084,0.9305555555555556,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9665071770334929,0.14382632293080053,0.1401098901098901,0.10555555555555556,0.15172413793103448,0.18108108108108106,0.12637362637362634,0.12859097127222982,0.1312849162011173,0.1387124463519313,7.491366147994995,True
8,65,2000,0.0005,1.464971398307285e-05,20,10175.5,363253.242223235,0.07658959537572255,0.07369942196531792,0.05547445255474453,0.08160237388724036,0.09911242603550297,0.06647398843930635,0.06871345029239766,0.06942392909896603,0.07383040935672515,1.0,1.0,0.9743589743589743,0.9322033898305084,0.9305555555555556,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9665071770334929,0.1422818791946309,0.13728129205921938,0.10497237569060774,0.1500682128240109,0.179144385026738,0.12432432432432432,0.1284153005464481,0.1296551724137931,0.13718166383701189,7.468694686889648,True
8,65,2000,0.0005,1.3354515629298974e-05,20,10305.5,364395.2781077882,0.07386363636363637,0.07275320970042796,0.054519368723098996,0.08151382823871907,0.09781021897810219,0.06580829756795423,0.06791907514450866,0.06881405563689605,0.07281903388608507,0.9811320754716981,1.0,0.9743589743589743,0.9491525423728814,0.9305555555555556,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9665071770334929,0.13738441215323643,0.13563829787234044,0.10326086956521739,0.15013404825737267,0.1770145310435931,0.12315930388219545,0.12702702702702703,0.12859097127222982,0.13543412671806904,7.457195043563843,True
8,65,2000,0.0005,1.217382727739662e-05,20,10422.5,364905.55549772136,0.07282913165266107,0.07162921348314606,0.05397727272727273,0.08201438848920864,0.09826589595375723,0.06524822695035461,0.06695156695156695,0.06801736613603473,0.07230632235084594,0.9811320754716981,1.0,0.9743589743589743,0.9661016949152542,0.9444444444444444,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9712918660287081,0.13559322033898308,0.13368283093053734,0.10228802153432032,0.15119363395225463,0.1780104712041885,0.12217795484727755,0.12533333333333335,0.12719891745602166,0.13459307144041108,7.482728719711304,True
