T,p,N,Lamb,Epsilon0,Recall,Precision,F1 score, BIC,runtime(s), total edges(directed)
1,100,2500,0.264308148697411,0.1,0.425215348472984,0.156709956709957,0.229017292281738,8602148.12708466,3.291,10395
1,100,2500,0.240940356023952,0.1,0.453667449752023,0.156845050085732,0.233100858369099,9151197.18410285,3.35999999999996,11081
1,100,2500,0.219638537241655,0.1,0.480553380318455,0.157122130238116,0.236815024440443,9682851.71397164,3.38100000000003,11717
1,100,2500,0.200220037181558,0.1,0.507178282432785,0.157226088363813,0.240039533016246,10199943.2985442,3.40000000000003,12358
1,100,2500,0.182518349431904,0.1,0.532498042286609,0.157286044718581,0.242842687935242,10710968.0271869,3.39800000000002,12970
1,100,2500,0.166381688607613,0.1,0.558600887496737,0.157341371957944,0.245525470399266,11210665.4385813,3.32600000000002,13601
1,100,2500,0.151671688847092,0.1,0.582093448185852,0.157208318646458,0.247557726465364,11709959.3619096,3.34300000000002,14185
1,100,2500,0.138262217376466,0.1,0.60819629339598,0.157379263762242,0.250053659583602,12174862.6254559,3.35700000000003,14805
1,100,2500,0.126038292967973,0.1,0.629339598016184,0.156823208013529,0.251080447800052,12651904.4922752,3.38,15374
1,100,2500,0.114895100018731,0.1,0.651788044896894,0.156955182601043,0.252988855116515,13082416.9980624,3.34800000000001,15909
1,100,2500,0.104737089795945,0.1,0.670843121900287,0.156487852402119,0.253777031697442,13500791.3756803,3.339,16423
1,100,2500,0.0954771611420807,0.1,0.690159227355782,0.155804360636417,0.254218547185231,13905409.0561585,3.37399999999997,16970
1,100,2500,0.0870359136148517,0.1,0.707909162098669,0.15541547277937,0.254875240825149,14294651.4718318,3.40199999999999,17450
1,100,2500,0.0793409666579749,0.1,0.723831897676847,0.155437219730942,0.255918047159799,14649906.6724427,3.34699999999998,17840
1,100,2500,0.0723263389648353,0.1,0.740537718611329,0.155230903917706,0.256660786176324,15001115.3784871,3.31,18276
1,100,2500,0.0659318827133354,0.1,0.759070738710519,0.155283814812837,0.257824275201702,15340590.0305342,3.35300000000001,18727
1,100,2500,0.0601027678207039,0.1,0.775776559645001,0.15565098983974,0.25928026172301,15665498.377947,3.38900000000001,19094
1,100,2500,0.0547890117959395,0.1,0.794048551292091,0.15634476024053,0.261250429405702,15973008.1602564,3.399,19457
1,100,2500,0.0499450511585514,0.1,0.809449229966066,0.156182321833291,0.261842438571308,16285372.6483722,3.339,19855
1,100,2500,0.0455293507486695,0.1,0.82041242495432,0.15556325480103,0.261535261077595,16573055.6867612,3.322,20204
1,100,2500,0.0415040475785047,0.1,0.837118245888802,0.155997665142524,0.26298741235803,16849813.8498665,3.339,20558
1,100,2500,0.0378346261713193,0.1,0.850430696945967,0.15610176800345,0.263784308962837,17090157.0183645,3.37600000000003,20871
1,100,2500,0.0344896226040576,0.1,0.862699034194727,0.156036070062792,0.264273148888534,17343447.0422612,3.44400000000002,21181
1,100,2500,0.031440354715915,0.1,0.874706342991386,0.155998324100368,0.264775600505689,17560322.1085067,3.35500000000002,21481
1,100,2500,0.0286606761694825,0.1,0.88566953797964,0.156143580303728,0.265482571104417,17750897.3650646,3.32400000000001,21730
1,100,2500,0.0261267522556333,0.1,0.894805533803185,0.155967059465854,0.265633475397133,17927310.9961742,3.29699999999997,21979
1,100,2500,0.0238168555197616,0.1,0.904202558078831,0.155881558815588,0.265919471845853,18117076.175896,3.339,22222
1,100,2500,0.0217111794569451,0.1,0.912816496998173,0.155754498485658,0.266103565042042,18285801.4848805,3.38300000000004,22452
1,100,2500,0.0197916686785356,0.1,0.921952492821718,0.155773132221928,0.266515751744954,18446029.7096328,3.40000000000003,22674
1,100,2500,0.0180418640939207,0.1,0.92847820412425,0.155667396061269,0.26663168546906,18577530.6117292,3.38800000000003,22850
1,100,2500,0.0164467617799466,0.1,0.935264943878883,0.155755520778995,0.267039314328303,18697702.2378616,3.34899999999999,23004
1,100,2500,0.0149926843278604,0.1,0.941790655181415,0.155711881230849,0.267239463743426,18825156.4478895,3.38099999999997,23171
1,100,2500,0.0136671635646201,0.1,0.946228138867137,0.155546020167346,0.267172759433962,18925906.4288726,3.34499999999997,23305
1,100,2500,0.0124588336429501,0.1,0.951970764813365,0.155655142979087,0.267561718205495,19018968.6486682,3.346,23430
1,100,2500,0.0113573335834311,0.1,0.958496476115897,0.155910326086957,0.268195595807618,19102320.099136,3.37299999999999,23552
1,100,2500,0.0103532184329566,0.1,0.961628817541112,0.155811199458636,0.268171064604186,19178388.4301038,3.39600000000002,23644
1,100,2500,0.00943787827777537,0.1,0.963456016705821,0.155548063550929,0.267851959361393,19256074.9710679,3.36099999999999,23729
1,100,2500,0.00860346441668451,0.1,0.965805272774732,0.155351219717009,0.267650462962963,19327692.2387452,3.32499999999999,23817
1,100,2500,0.00784282206133768,0.1,0.968415557295745,0.155210643015521,0.267541645633518,19394049.4577181,3.29699999999997,23903
1,100,2500,0.00714942898659758,0.1,0.971286870268859,0.155216284987277,0.267659329592864,19443413.0945706,3.36799999999999,23973
1,100,2500,0.00651733960488242,0.1,0.97546332550248,0.155384615384615,0.268067859832861,19504914.733748,3.387,24050
1,100,2500,0.00594113398496503,0.1,0.977029496215087,0.155285429804182,0.267979237515661,19547804.3946302,3.40000000000003,24104
1,100,2500,0.00541587137807948,0.1,0.977812581571391,0.15503041840831,0.267628777595199,19591907.7424894,3.35300000000001,24163
1,100,2500,0.004937047852839,0.1,0.980422866092404,0.155104063429138,0.267836132206653,19631964.9209348,3.35700000000003,24216
1,100,2500,0.0045005576757005,0.1,0.981989036805012,0.155044510385757,0.267805659369995,19667975.9388413,3.32400000000001,24264
1,100,2500,0.00410265810582719,0.1,0.983294179065518,0.154956807897984,0.267723250772894,19698322.3848062,3.31900000000002,24310
1,100,2500,0.00373993730247879,0.1,0.984338292873923,0.154866529774127,0.267627124658458,19729477.9500339,3.32600000000002,24350
1,100,2500,0.00340928506974681,0.1,0.985121378230227,0.154786317775408,0.26753624215787,19748899.8817558,3.38500000000005,24382
1,100,2500,0.00310786618778201,0.1,0.986426520490734,0.154870702020409,0.267710399546614,19770749.3679707,3.38099999999997,24401
1,100,2500,0.00283309610183932,0.1,0.987470634299139,0.15485693233452,0.267728237791932,19785720.4963357,3.322,24429
1,100,2500,0.00258261876068267,0.1,0.988775776559645,0.154947437313372,0.267911450597638,19804737.6125127,3.31,24447
1,100,2500,0.00235428641432242,0.1,0.989558861915949,0.15495605967709,0.267953067571388,19822540.8546536,3.33600000000001,24465
1,100,2500,0.00214614119785841,0.1,0.990602975724354,0.154992852767,0.268046334227998,19842367.0690548,3.37099999999998,24485
1,100,2500,0.00195639834351706,0.1,0.990864004176455,0.15495142460609,0.26799392848318,19859360.9983088,3.34100000000001,24498
1,100,2500,0.00178343087693191,0.1,0.99190811798486,0.154956571381968,0.268039782746702,19873118.0415626,3.31299999999999,24523
1,100,2500,0.00162575566644379,0.1,0.992169146436962,0.154908913070057,0.267978003384095,19887684.2543036,3.29699999999997,24537
1,100,2500,0.00148202070579886,0.1,0.992691203341164,0.154889422881114,0.267967869222097,19902250.4297641,3.35799999999995,24553
1,100,2500,0.00135099352119803,0.1,0.993996345601671,0.154954221770092,0.268112370625924,19912770.5194897,3.37299999999999,24575
1,100,2500,0.00123155060329283,0.1,0.994257374053772,0.154862579281184,0.26798466246878,19919244.5264003,3.39800000000002,24596
1,100,2500,0.00112266777351081,0.1,0.994779430957974,0.15486833550065,0.268012236717184,19925313.8997308,3.32400000000001,24608
1,100,2500,0.00102341140210545,0.1,0.995301487862177,0.154899252518687,0.268077477414139,19931383.2470894,3.30899999999997,24616
1,100,2500,0.000932930402628468,0.1,0.995301487862177,0.154874086108855,0.268039787705177,19938666.3862464,3.32900000000001,24620
1,100,2500,0.000850448934180267,0.1,0.99582354476638,0.154917566799318,0.268123835963032,19946758.7141248,3.34699999999998,24626
1,100,2500,0.000775259748862946,0.1,0.996345601670582,0.154973609419407,0.268226696180739,19955255.6274381,3.38699999999994,24630
1,100,2500,0.000706718127392749,0.1,0.996606630122683,0.15495758756443,0.26821215314366,19956874.2348478,3.32400000000007,24639
1,100,2500,0.000644236350872137,0.1,0.997389715478987,0.154997566120396,0.268300389706141,19959706.6413361,3.34699999999998,24652
1,100,2500,0.000587278661318948,0.1,0.998172800835291,0.155056362014435,0.268416804127329,19964562.0586647,3.36599999999999,24662
1,100,2500,0.000535356667741072,0.1,0.998172800835291,0.155037502533955,0.268388545760809,19972654.3036519,3.37200000000007,24665
1,100,2500,0.000488025158365443,0.1,0.998433829287392,0.155065472088215,0.268439890518633,19975486.6689569,3.36000000000001,24667
1,100,2500,0.000444878283112759,0.1,0.998433829287392,0.155052900401313,0.268421052631579,19977509.8125397,3.31500000000005,24669
1,100,2500,0.000405546073584083,0.1,0.998694857739494,0.15506200859204,0.268444132608314,19981960.576759,3.32899999999995,24674
1,100,2500,0.000369691270719502,0.1,0.998694857739494,0.155049440752148,0.268425299049356,19986411.3315088,3.40300000000002,24676
1,100,2500,0.000337006432927192,0.1,0.998694857739494,0.155036874949348,0.26840646813287,19989648.2621257,3.36099999999999,24678
1,100,2500,0.000307211299886176,0.1,0.998955886191595,0.155039701831146,0.268420129756269,19992480.5797021,3.32799999999997,24684
1,100,2500,0.000280050389418363,0.1,0.998955886191595,0.155027140889573,0.268401304485044,19994908.284924,3.35800000000006,24686
1,100,2500,0.000255290806823952,0.1,0.998955886191595,0.155008303292964,0.268373071528752,19996931.3784287,3.36899999999991,24689
1,100,2500,0.000232720247896041,0.1,0.999216914643696,0.155042527339004,0.26843378563164,19999359.0711306,3.38599999999997,24690
1,100,2500,0.000212145178491063,0.1,0.999216914643696,0.1550299692208,0.2684149633629,20002595.9687258,3.4079999999999,24692
1,100,2500,0.000193389175045523,0.1,0.999216914643696,0.155004859086492,0.268377326743086,20005023.651014,3.36099999999999,24696
1,100,2500,0.000176291411809595,0.1,0.999216914643696,0.154998582823825,0.268367919237241,20006642.1184351,3.33699999999999,24697
1,100,2500,0.000160705281826164,0.1,0.999216914643696,0.154973482854945,0.268330295808215,20007451.3713885,3.29599999999994,24701
1,100,2500,0.000146497139830728,0.1,0.999477943095797,0.154995142487047,0.268372174522516,20008665.2257484,3.34199999999998,24704
1,100,2500,0.00013354515629299,0.1,0.999477943095797,0.154988868650071,0.268362769834595,20010283.6818462,3.36500000000001,24705
1,100,2500,0.000121738272773966,0.1,0.999477943095797,0.154982595320975,0.268353365805796,20010688.3193042,3.39600000000007,24706
1,100,2500,0.000110975249641207,0.1,0.999477943095797,0.154963778380347,0.268325157673441,20011902.1642502,3.33800000000008,24709
1,100,2500,0.000101163797976621,0.1,0.999477943095797,0.154963778380347,0.268325157673441,20012711.4014255,3.30700000000002,24709
1,100,2500,9.22197882333432e-05,0.1,0.999477943095797,0.154957507082153,0.268315756280439,20013925.2413999,3.33499999999992,24710
1,100,2500,8.40665288561832e-05,0.1,0.999477943095797,0.15495123629153,0.268306355546213,20014329.8688722,3.44399999999996,24711
1,100,2500,7.66341086800746e-05,0.1,0.999477943095797,0.154938696232752,0.268287556053812,20015543.7047143,3.38600000000008,24713
1,100,2500,6.98587974678525e-05,0.1,0.999477943095797,0.15492615820352,0.268268759195684,20016757.5387591,3.404,24715
1,100,2500,6.36824994471859e-05,0.1,0.999477943095797,0.154913622203342,0.268249964971276,20016757.5556555,3.35599999999999,24717
1,100,2500,5.8052255160949e-05,0.1,0.999477943095797,0.154913622203342,0.268249964971276,20017162.1762287,3.35200000000009,24717
1,100,2500,5.29197873595844e-05,0.1,0.999477943095797,0.154913622203342,0.268249964971276,20017566.7954402,3.40499999999997,24717
1,100,2500,4.82410870416537e-05,0.1,0.999477943095797,0.154913622203342,0.268249964971276,20018376.018581,3.36400000000003,24717
1,100,2500,4.39760360930272e-05,0.1,0.999477943095797,0.154907354963994,0.268240568846545,20018780.6354202,3.37699999999995,24718
1,100,2500,4.00880632889846e-05,0.1,0.999477943095797,0.154907354963994,0.268240568846545,20018780.6460578,3.35000000000002,24718
1,100,2500,3.65438307095725e-05,0.1,0.999477943095797,0.154894822006473,0.268221778571679,20018780.6557552,3.40999999999997,24720
1,100,2500,3.33129478793467e-05,0.1,0.999477943095797,0.154888556288176,0.268212384421407,20018780.6645954,3.351,24721
1,100,2500,3.03677111803546e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20018780.6726543,3.31799999999998,24722
1,100,2500,2.76828663039207e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20018780.6800008,3.29300000000001,24722
1,100,2500,2.52353917043477e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20019185.291868,3.37,24722
1,100,2500,2.30043011977292e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20019185.2979731,3.33399999999995,24722
1,100,2500,2.09704640132323e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20019185.3035386,3.39800000000002,24722
1,100,2500,1.9116440753857e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20019994.5189526,3.35000000000002,24722
1,100,2500,1.74263338600965e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20019994.5235777,3.31299999999999,24722
1,100,2500,1.58856512942805e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20020399.1329642,3.303,24722
1,100,2500,1.44811822767453e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20020399.1368077,3.33600000000001,24722
1,100,2500,1.32008840083142e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20020803.7454817,3.37099999999998,24722
1,100,2500,1.20337784077759e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20020803.7486758,3.38800000000003,24722
1,100,2500,1.09698579789238e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20020803.7515875,3.35400000000004,24722
1,100,2500,1e-05,0.1,0.999477943095797,0.154882291076774,0.268202990929149,20020803.7542418,3.36299999999994,24722
